epoch,train_loss,test_acc@1
1,7.430927046181,38.14
2,6.849240951931353,43.13
3,6.606728937208038,45.72
4,6.411239648602672,48.13
5,6.229017823012834,49.93
6,6.043047487121267,51.71
7,5.845531257157473,52.71
8,5.65170658249216,54.11
9,5.469895461170943,54.97
10,5.3089995630008655,55.510000000000005
11,5.1649923078792614,56.46
12,5.041866115688049,57.07
13,4.9320243560161785,57.49999999999999
14,4.812863679276299,58.37
15,4.764786695696644,58.93000000000001
16,4.668646566646615,59.08
17,4.572403573498283,61.040000000000006
18,4.495648718371834,60.550000000000004
19,4.443304391251397,61.050000000000004
20,4.39218530949858,62.260000000000005
21,4.3140189328144505,62.57
22,4.262764188432202,63.12
23,4.214840033619674,63.32
24,4.166016790055737,63.080000000000005
25,4.133658753227942,63.99
26,4.066906712718846,64.5
27,4.056486675419758,64.62
28,4.017813213092765,65.42999999999999
29,3.969635530845406,65.21000000000001
30,3.9448740580647264,65.57
31,3.899832005353318,66.06
32,3.8774755492652813,66.13
33,3.84473316448251,66.5
34,3.82545709364193,66.72
35,3.8099636933238235,67.06
36,3.7718809314609802,67.10000000000001
37,3.759253654283347,67.66
38,3.725887699225514,68.11
39,3.6874605577016615,67.77
40,3.6686141318881633,67.85
41,3.670035721100483,68.17
42,3.645680761828865,68.86
43,3.598316310607281,69.51
44,3.585563263942286,68.62
45,3.5962752902630677,69.17
46,3.559605920437685,69.15
47,3.5330377362438083,69.72
48,3.5253922718087423,69.48
49,3.4985024412882697,70.15
50,3.5006472818630257,70.06
51,3.5021689995047973,70.13000000000001
52,3.484848931892631,70.71
53,3.45094547320887,70.23
54,3.473244620352676,70.96000000000001
55,3.4361073159679925,70.97
56,3.4251700774910523,70.69
57,3.399090879971219,71.02000000000001
58,3.391686385439843,71.71
59,3.3816391930137715,71.35000000000001
60,3.368574720068076,71.54
61,3.3540615175188204,71.48
62,3.345590640589134,71.54
63,3.327462594533704,72.14
64,3.3390458416692987,71.37
65,3.3249294364575257,72.15
66,3.321651832344606,72.03
67,3.3066763386283955,72.5
68,3.2804235232245063,72.55
69,3.272298159058561,72.2
70,3.262552743105544,72.61999999999999
71,3.268318825161334,72.69
72,3.2614755753389337,73.28
73,3.260205890714508,72.67
74,3.2428524297537265,72.67
75,3.2367895632675014,72.98
76,3.239825160233016,73.11
77,3.1981789254650628,73.09
78,3.197510244920082,73.61999999999999
79,3.1929820640799926,73.38
80,3.2029892464273986,73.64
81,3.1819719629189405,73.41
82,3.163281047467104,73.39
83,3.1643912620151164,73.96000000000001
84,3.1387448679540575,73.32
85,3.1578326618548522,73.77
86,3.1314312059854723,73.83
87,3.1292195516763273,72.75
88,3.1230182672284315,73.94
89,3.1035912135212693,73.31
90,3.1266116653521037,73.94
91,3.1089701234679863,74.08
92,3.108190271043286,73.77
93,3.1116984578752027,74.08
94,3.0724592946239353,73.56
95,3.073853613175068,74.14
96,3.0675802157097256,74.03999999999999
97,3.073715583565309,74.19
98,3.056150315963116,74.92999999999999
99,3.055964300312947,74.17
100,3.0511053542500917,74.31
101,3.0508087123792196,74.39
102,3.0495652931252706,74.42
103,3.0450338653682434,74.57000000000001
104,3.034811752358663,74.71
105,3.020035338156002,75.1
106,3.0195770804415045,75.33
107,3.022582870168784,75.59
108,3.0344472054353693,75.59
109,3.004029251865505,75.42
110,3.011417848547709,75.07000000000001
111,3.0080135311048055,75.03
112,2.9933500756922458,74.8
113,2.9781254124395624,75.17
114,2.9925139466511834,74.92999999999999
115,2.9789242769025037,75.16000000000001
116,2.9484751347413996,75.58
117,2.967420386284897,75.4
118,2.9624087097718546,74.96000000000001
119,2.9518408210007188,74.9
120,2.954790837985953,75.39
121,2.9504168574343024,75.67
122,2.960601860714942,75.79
123,2.9219980682294393,75.4
124,2.9339041660741434,75.92
125,2.9292027851969924,75.53999999999999
126,2.9130348225229796,76.0
127,2.9132653511676594,75.92999999999999
128,2.9100757284262744,75.85
129,2.917468953378422,76.14
130,2.8945646408906915,75.47
131,2.897219156481556,75.92
132,2.8984652352087275,75.98
133,2.8767899606645724,76.09
134,2.9037755322210566,76.11
135,2.891761922344719,75.85
136,2.870801596297431,76.38000000000001
137,2.864431029742526,75.35
138,2.881884734655164,76.42999999999999
139,2.8785969744023587,75.68
140,2.8499774539593568,76.66
141,2.8696038329724183,76.23
142,2.842429318378881,76.14999999999999
143,2.862225451420263,76.61
144,2.844898322193893,76.1
145,2.844920219834318,76.52
146,2.8478307134097385,76.44
147,2.8510181879259875,77.03
148,2.8372312894801506,76.91
149,2.8370909174693,76.95
150,2.829703820120428,77.17
151,2.824124407522457,76.3
152,2.8292908078616428,76.75999999999999
153,2.823295276189588,76.61
154,2.8109082561178305,77.05
155,2.815716350201479,77.31
156,2.823136690965633,77.28
157,2.8089707782588054,76.92
158,2.7993985820062384,77.05
159,2.7969459602513265,77.36
160,2.798755466323538,77.02
161,2.8003462516155437,77.4
162,2.7895286820598484,76.61
